"Activity" "Subject" "Variable" "Average"
"WALKING_UPSTAIRS" 17 "fBodyBodyAccJerkMag-mean()" NA
"WALKING_UPSTAIRS" 17 "fBodyBodyAccJerkMag-std()" NA
"WALKING_UPSTAIRS" 17 "fBodyBodyAccJerkMag-meanFreq()" NA
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroMag-mean()" NA
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroMag-std()" NA
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroMag-meanFreq()" NA
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroJerkMag-mean()" NA
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroJerkMag-std()" NA
"WALKING_UPSTAIRS" 17 "fBodyBodyGyroJerkMag-meanFreq()" NA
"WALKING_UPSTAIRS" 18 "Activity" NA
"WALKING_UPSTAIRS" 18 "Y" NA
"WALKING_UPSTAIRS" 18 "Subject" NA
"WALKING_UPSTAIRS" 18 "tBodyAcc-mean()-X" NA
"WALKING_UPSTAIRS" 18 "tBodyAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 18 "tBodyAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 18 "tBodyAcc-std()-X" NA
"WALKING_UPSTAIRS" 18 "tBodyAcc-std()-Y" NA
"WALKING_UPSTAIRS" 18 "tBodyAcc-std()-Z" NA
"WALKING_UPSTAIRS" 18 "tGravityAcc-mean()-X" NA
"WALKING_UPSTAIRS" 18 "tGravityAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 18 "tGravityAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 18 "tGravityAcc-std()-X" NA
"WALKING_UPSTAIRS" 18 "tGravityAcc-std()-Y" NA
"WALKING_UPSTAIRS" 18 "tGravityAcc-std()-Z" NA
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-mean()-X" NA
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-X" NA
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-Y" NA
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-Z" NA
"WALKING_UPSTAIRS" 18 "tBodyGyro-mean()-X" NA
"WALKING_UPSTAIRS" 18 "tBodyGyro-mean()-Y" NA
"WALKING_UPSTAIRS" 18 "tBodyGyro-mean()-Z" NA
"WALKING_UPSTAIRS" 18 "tBodyGyro-std()-X" NA
"WALKING_UPSTAIRS" 18 "tBodyGyro-std()-Y" NA
"WALKING_UPSTAIRS" 18 "tBodyGyro-std()-Z" NA
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-mean()-X" NA
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-std()-X" NA
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-std()-Y" NA
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-std()-Z" NA
"WALKING_UPSTAIRS" 18 "tBodyAccMag-mean()" NA
"WALKING_UPSTAIRS" 18 "tBodyAccMag-std()" NA
"WALKING_UPSTAIRS" 18 "tGravityAccMag-mean()" NA
"WALKING_UPSTAIRS" 18 "tGravityAccMag-std()" NA
"WALKING_UPSTAIRS" 18 "tBodyAccJerkMag-mean()" NA
"WALKING_UPSTAIRS" 18 "tBodyAccJerkMag-std()" NA
"WALKING_UPSTAIRS" 18 "tBodyGyroMag-mean()" NA
"WALKING_UPSTAIRS" 18 "tBodyGyroMag-std()" NA
"WALKING_UPSTAIRS" 18 "tBodyGyroJerkMag-mean()" NA
"WALKING_UPSTAIRS" 18 "tBodyGyroJerkMag-std()" NA
"WALKING_UPSTAIRS" 18 "fBodyAcc-mean()-X" NA
"WALKING_UPSTAIRS" 18 "fBodyAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 18 "fBodyAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 18 "fBodyAcc-std()-X" NA
"WALKING_UPSTAIRS" 18 "fBodyAcc-std()-Y" NA
"WALKING_UPSTAIRS" 18 "fBodyAcc-std()-Z" NA
"WALKING_UPSTAIRS" 18 "fBodyAcc-meanFreq()-X" NA
"WALKING_UPSTAIRS" 18 "fBodyAcc-meanFreq()-Y" NA
"WALKING_UPSTAIRS" 18 "fBodyAcc-meanFreq()-Z" NA
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-mean()-X" NA
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-std()-X" NA
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-std()-Y" NA
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-std()-Z" NA
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-meanFreq()-X" NA
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-meanFreq()-Y" NA
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-meanFreq()-Z" NA
"WALKING_UPSTAIRS" 18 "fBodyGyro-mean()-X" NA
"WALKING_UPSTAIRS" 18 "fBodyGyro-mean()-Y" NA
"WALKING_UPSTAIRS" 18 "fBodyGyro-mean()-Z" NA
"WALKING_UPSTAIRS" 18 "fBodyGyro-std()-X" NA
"WALKING_UPSTAIRS" 18 "fBodyGyro-std()-Y" NA
"WALKING_UPSTAIRS" 18 "fBodyGyro-std()-Z" NA
"WALKING_UPSTAIRS" 18 "fBodyGyro-meanFreq()-X" NA
"WALKING_UPSTAIRS" 18 "fBodyGyro-meanFreq()-Y" NA
"WALKING_UPSTAIRS" 18 "fBodyGyro-meanFreq()-Z" NA
"WALKING_UPSTAIRS" 18 "fBodyAccMag-mean()" NA
"WALKING_UPSTAIRS" 18 "fBodyAccMag-std()" NA
"WALKING_UPSTAIRS" 18 "fBodyAccMag-meanFreq()" NA
"WALKING_UPSTAIRS" 18 "fBodyBodyAccJerkMag-mean()" NA
"WALKING_UPSTAIRS" 18 "fBodyBodyAccJerkMag-std()" NA
"WALKING_UPSTAIRS" 18 "fBodyBodyAccJerkMag-meanFreq()" NA
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroMag-mean()" NA
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroMag-std()" NA
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroMag-meanFreq()" NA
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroJerkMag-mean()" NA
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroJerkMag-std()" NA
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroJerkMag-meanFreq()" NA
"WALKING_UPSTAIRS" 19 "Activity" NA
"WALKING_UPSTAIRS" 19 "Y" NA
"WALKING_UPSTAIRS" 19 "Subject" NA
"WALKING_UPSTAIRS" 19 "tBodyAcc-mean()-X" NA
"WALKING_UPSTAIRS" 19 "tBodyAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 19 "tBodyAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 19 "tBodyAcc-std()-X" NA
"WALKING_UPSTAIRS" 19 "tBodyAcc-std()-Y" NA
"WALKING_UPSTAIRS" 19 "tBodyAcc-std()-Z" NA
"WALKING_UPSTAIRS" 19 "tGravityAcc-mean()-X" NA
"WALKING_UPSTAIRS" 19 "tGravityAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 19 "tGravityAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 19 "tGravityAcc-std()-X" NA
"WALKING_UPSTAIRS" 19 "tGravityAcc-std()-Y" NA
"WALKING_UPSTAIRS" 19 "tGravityAcc-std()-Z" NA
"WALKING_UPSTAIRS" 19 "tBodyAccJerk-mean()-X" NA
"WALKING_UPSTAIRS" 19 "tBodyAccJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 19 "tBodyAccJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 19 "tBodyAccJerk-std()-X" NA
"WALKING_UPSTAIRS" 19 "tBodyAccJerk-std()-Y" NA
"WALKING_UPSTAIRS" 19 "tBodyAccJerk-std()-Z" NA
"WALKING_UPSTAIRS" 19 "tBodyGyro-mean()-X" NA
"WALKING_UPSTAIRS" 19 "tBodyGyro-mean()-Y" NA
"WALKING_UPSTAIRS" 19 "tBodyGyro-mean()-Z" NA
"WALKING_UPSTAIRS" 19 "tBodyGyro-std()-X" NA
"WALKING_UPSTAIRS" 19 "tBodyGyro-std()-Y" NA
"WALKING_UPSTAIRS" 19 "tBodyGyro-std()-Z" NA
"WALKING_UPSTAIRS" 19 "tBodyGyroJerk-mean()-X" NA
"WALKING_UPSTAIRS" 19 "tBodyGyroJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 19 "tBodyGyroJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 19 "tBodyGyroJerk-std()-X" NA
"WALKING_UPSTAIRS" 19 "tBodyGyroJerk-std()-Y" NA
"WALKING_UPSTAIRS" 19 "tBodyGyroJerk-std()-Z" NA
"WALKING_UPSTAIRS" 19 "tBodyAccMag-mean()" NA
"WALKING_UPSTAIRS" 19 "tBodyAccMag-std()" NA
"WALKING_UPSTAIRS" 19 "tGravityAccMag-mean()" NA
"WALKING_UPSTAIRS" 19 "tGravityAccMag-std()" NA
"WALKING_UPSTAIRS" 19 "tBodyAccJerkMag-mean()" NA
"WALKING_UPSTAIRS" 19 "tBodyAccJerkMag-std()" NA
"WALKING_UPSTAIRS" 19 "tBodyGyroMag-mean()" NA
"WALKING_UPSTAIRS" 19 "tBodyGyroMag-std()" NA
"WALKING_UPSTAIRS" 19 "tBodyGyroJerkMag-mean()" NA
"WALKING_UPSTAIRS" 19 "tBodyGyroJerkMag-std()" NA
"WALKING_UPSTAIRS" 19 "fBodyAcc-mean()-X" NA
"WALKING_UPSTAIRS" 19 "fBodyAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 19 "fBodyAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 19 "fBodyAcc-std()-X" NA
"WALKING_UPSTAIRS" 19 "fBodyAcc-std()-Y" NA
"WALKING_UPSTAIRS" 19 "fBodyAcc-std()-Z" NA
"WALKING_UPSTAIRS" 19 "fBodyAcc-meanFreq()-X" NA
"WALKING_UPSTAIRS" 19 "fBodyAcc-meanFreq()-Y" NA
"WALKING_UPSTAIRS" 19 "fBodyAcc-meanFreq()-Z" NA
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-mean()-X" NA
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-std()-X" NA
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-std()-Y" NA
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-std()-Z" NA
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-meanFreq()-X" NA
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-meanFreq()-Y" NA
"WALKING_UPSTAIRS" 19 "fBodyAccJerk-meanFreq()-Z" NA
"WALKING_UPSTAIRS" 19 "fBodyGyro-mean()-X" NA
"WALKING_UPSTAIRS" 19 "fBodyGyro-mean()-Y" NA
"WALKING_UPSTAIRS" 19 "fBodyGyro-mean()-Z" NA
"WALKING_UPSTAIRS" 19 "fBodyGyro-std()-X" NA
"WALKING_UPSTAIRS" 19 "fBodyGyro-std()-Y" NA
"WALKING_UPSTAIRS" 19 "fBodyGyro-std()-Z" NA
"WALKING_UPSTAIRS" 19 "fBodyGyro-meanFreq()-X" NA
"WALKING_UPSTAIRS" 19 "fBodyGyro-meanFreq()-Y" NA
"WALKING_UPSTAIRS" 19 "fBodyGyro-meanFreq()-Z" NA
"WALKING_UPSTAIRS" 19 "fBodyAccMag-mean()" NA
"WALKING_UPSTAIRS" 19 "fBodyAccMag-std()" NA
"WALKING_UPSTAIRS" 19 "fBodyAccMag-meanFreq()" NA
"WALKING_UPSTAIRS" 19 "fBodyBodyAccJerkMag-mean()" NA
"WALKING_UPSTAIRS" 19 "fBodyBodyAccJerkMag-std()" NA
"WALKING_UPSTAIRS" 19 "fBodyBodyAccJerkMag-meanFreq()" NA
"WALKING_UPSTAIRS" 19 "fBodyBodyGyroMag-mean()" NA
"WALKING_UPSTAIRS" 19 "fBodyBodyGyroMag-std()" NA
"WALKING_UPSTAIRS" 19 "fBodyBodyGyroMag-meanFreq()" NA
"WALKING_UPSTAIRS" 19 "fBodyBodyGyroJerkMag-mean()" NA
"WALKING_UPSTAIRS" 19 "fBodyBodyGyroJerkMag-std()" NA
"WALKING_UPSTAIRS" 19 "fBodyBodyGyroJerkMag-meanFreq()" NA
"WALKING_UPSTAIRS" 20 "Activity" NA
"WALKING_UPSTAIRS" 20 "Y" NA
"WALKING_UPSTAIRS" 20 "Subject" NA
"WALKING_UPSTAIRS" 20 "tBodyAcc-mean()-X" NA
"WALKING_UPSTAIRS" 20 "tBodyAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 20 "tBodyAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 20 "tBodyAcc-std()-X" NA
"WALKING_UPSTAIRS" 20 "tBodyAcc-std()-Y" NA
"WALKING_UPSTAIRS" 20 "tBodyAcc-std()-Z" NA
"WALKING_UPSTAIRS" 20 "tGravityAcc-mean()-X" NA
"WALKING_UPSTAIRS" 20 "tGravityAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 20 "tGravityAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 20 "tGravityAcc-std()-X" NA
"WALKING_UPSTAIRS" 20 "tGravityAcc-std()-Y" NA
"WALKING_UPSTAIRS" 20 "tGravityAcc-std()-Z" NA
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-mean()-X" NA
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-std()-X" NA
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-std()-Y" NA
"WALKING_UPSTAIRS" 20 "tBodyAccJerk-std()-Z" NA
"WALKING_UPSTAIRS" 20 "tBodyGyro-mean()-X" NA
"WALKING_UPSTAIRS" 20 "tBodyGyro-mean()-Y" NA
"WALKING_UPSTAIRS" 20 "tBodyGyro-mean()-Z" NA
"WALKING_UPSTAIRS" 20 "tBodyGyro-std()-X" NA
"WALKING_UPSTAIRS" 20 "tBodyGyro-std()-Y" NA
"WALKING_UPSTAIRS" 20 "tBodyGyro-std()-Z" NA
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-mean()-X" NA
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-std()-X" NA
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-std()-Y" NA
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-std()-Z" NA
"WALKING_UPSTAIRS" 20 "tBodyAccMag-mean()" NA
"WALKING_UPSTAIRS" 20 "tBodyAccMag-std()" NA
"WALKING_UPSTAIRS" 20 "tGravityAccMag-mean()" NA
"WALKING_UPSTAIRS" 20 "tGravityAccMag-std()" NA
"WALKING_UPSTAIRS" 20 "tBodyAccJerkMag-mean()" NA
"WALKING_UPSTAIRS" 20 "tBodyAccJerkMag-std()" NA
"WALKING_UPSTAIRS" 20 "tBodyGyroMag-mean()" NA
"WALKING_UPSTAIRS" 20 "tBodyGyroMag-std()" NA
"WALKING_UPSTAIRS" 20 "tBodyGyroJerkMag-mean()" NA
"WALKING_UPSTAIRS" 20 "tBodyGyroJerkMag-std()" NA
"WALKING_UPSTAIRS" 20 "fBodyAcc-mean()-X" NA
"WALKING_UPSTAIRS" 20 "fBodyAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 20 "fBodyAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 20 "fBodyAcc-std()-X" NA
"WALKING_UPSTAIRS" 20 "fBodyAcc-std()-Y" NA
"WALKING_UPSTAIRS" 20 "fBodyAcc-std()-Z" NA
"WALKING_UPSTAIRS" 20 "fBodyAcc-meanFreq()-X" NA
"WALKING_UPSTAIRS" 20 "fBodyAcc-meanFreq()-Y" NA
"WALKING_UPSTAIRS" 20 "fBodyAcc-meanFreq()-Z" NA
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-mean()-X" NA
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-std()-X" NA
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-std()-Y" NA
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-std()-Z" NA
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-meanFreq()-X" NA
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-meanFreq()-Y" NA
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-meanFreq()-Z" NA
"WALKING_UPSTAIRS" 20 "fBodyGyro-mean()-X" NA
"WALKING_UPSTAIRS" 20 "fBodyGyro-mean()-Y" NA
"WALKING_UPSTAIRS" 20 "fBodyGyro-mean()-Z" NA
"WALKING_UPSTAIRS" 20 "fBodyGyro-std()-X" NA
"WALKING_UPSTAIRS" 20 "fBodyGyro-std()-Y" NA
"WALKING_UPSTAIRS" 20 "fBodyGyro-std()-Z" NA
"WALKING_UPSTAIRS" 20 "fBodyGyro-meanFreq()-X" NA
"WALKING_UPSTAIRS" 20 "fBodyGyro-meanFreq()-Y" NA
"WALKING_UPSTAIRS" 20 "fBodyGyro-meanFreq()-Z" NA
"WALKING_UPSTAIRS" 20 "fBodyAccMag-mean()" NA
"WALKING_UPSTAIRS" 20 "fBodyAccMag-std()" NA
"WALKING_UPSTAIRS" 20 "fBodyAccMag-meanFreq()" NA
"WALKING_UPSTAIRS" 20 "fBodyBodyAccJerkMag-mean()" NA
"WALKING_UPSTAIRS" 20 "fBodyBodyAccJerkMag-std()" NA
"WALKING_UPSTAIRS" 20 "fBodyBodyAccJerkMag-meanFreq()" NA
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroMag-mean()" NA
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroMag-std()" NA
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroMag-meanFreq()" NA
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroJerkMag-mean()" NA
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroJerkMag-std()" NA
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroJerkMag-meanFreq()" NA
"WALKING_UPSTAIRS" 21 "Activity" NA
"WALKING_UPSTAIRS" 21 "Y" NA
"WALKING_UPSTAIRS" 21 "Subject" NA
"WALKING_UPSTAIRS" 21 "tBodyAcc-mean()-X" NA
"WALKING_UPSTAIRS" 21 "tBodyAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 21 "tBodyAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 21 "tBodyAcc-std()-X" NA
"WALKING_UPSTAIRS" 21 "tBodyAcc-std()-Y" NA
"WALKING_UPSTAIRS" 21 "tBodyAcc-std()-Z" NA
"WALKING_UPSTAIRS" 21 "tGravityAcc-mean()-X" NA
"WALKING_UPSTAIRS" 21 "tGravityAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 21 "tGravityAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 21 "tGravityAcc-std()-X" NA
"WALKING_UPSTAIRS" 21 "tGravityAcc-std()-Y" NA
"WALKING_UPSTAIRS" 21 "tGravityAcc-std()-Z" NA
"WALKING_UPSTAIRS" 21 "tBodyAccJerk-mean()-X" NA
"WALKING_UPSTAIRS" 21 "tBodyAccJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 21 "tBodyAccJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 21 "tBodyAccJerk-std()-X" NA
"WALKING_UPSTAIRS" 21 "tBodyAccJerk-std()-Y" NA
"WALKING_UPSTAIRS" 21 "tBodyAccJerk-std()-Z" NA
"WALKING_UPSTAIRS" 21 "tBodyGyro-mean()-X" NA
"WALKING_UPSTAIRS" 21 "tBodyGyro-mean()-Y" NA
"WALKING_UPSTAIRS" 21 "tBodyGyro-mean()-Z" NA
"WALKING_UPSTAIRS" 21 "tBodyGyro-std()-X" NA
"WALKING_UPSTAIRS" 21 "tBodyGyro-std()-Y" NA
"WALKING_UPSTAIRS" 21 "tBodyGyro-std()-Z" NA
"WALKING_UPSTAIRS" 21 "tBodyGyroJerk-mean()-X" NA
"WALKING_UPSTAIRS" 21 "tBodyGyroJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 21 "tBodyGyroJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 21 "tBodyGyroJerk-std()-X" NA
"WALKING_UPSTAIRS" 21 "tBodyGyroJerk-std()-Y" NA
"WALKING_UPSTAIRS" 21 "tBodyGyroJerk-std()-Z" NA
"WALKING_UPSTAIRS" 21 "tBodyAccMag-mean()" NA
"WALKING_UPSTAIRS" 21 "tBodyAccMag-std()" NA
"WALKING_UPSTAIRS" 21 "tGravityAccMag-mean()" NA
"WALKING_UPSTAIRS" 21 "tGravityAccMag-std()" NA
"WALKING_UPSTAIRS" 21 "tBodyAccJerkMag-mean()" NA
"WALKING_UPSTAIRS" 21 "tBodyAccJerkMag-std()" NA
"WALKING_UPSTAIRS" 21 "tBodyGyroMag-mean()" NA
"WALKING_UPSTAIRS" 21 "tBodyGyroMag-std()" NA
"WALKING_UPSTAIRS" 21 "tBodyGyroJerkMag-mean()" NA
"WALKING_UPSTAIRS" 21 "tBodyGyroJerkMag-std()" NA
"WALKING_UPSTAIRS" 21 "fBodyAcc-mean()-X" NA
"WALKING_UPSTAIRS" 21 "fBodyAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 21 "fBodyAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 21 "fBodyAcc-std()-X" NA
"WALKING_UPSTAIRS" 21 "fBodyAcc-std()-Y" NA
"WALKING_UPSTAIRS" 21 "fBodyAcc-std()-Z" NA
"WALKING_UPSTAIRS" 21 "fBodyAcc-meanFreq()-X" NA
"WALKING_UPSTAIRS" 21 "fBodyAcc-meanFreq()-Y" NA
"WALKING_UPSTAIRS" 21 "fBodyAcc-meanFreq()-Z" NA
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-mean()-X" NA
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-std()-X" NA
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-std()-Y" NA
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-std()-Z" NA
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-meanFreq()-X" NA
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-meanFreq()-Y" NA
"WALKING_UPSTAIRS" 21 "fBodyAccJerk-meanFreq()-Z" NA
"WALKING_UPSTAIRS" 21 "fBodyGyro-mean()-X" NA
"WALKING_UPSTAIRS" 21 "fBodyGyro-mean()-Y" NA
"WALKING_UPSTAIRS" 21 "fBodyGyro-mean()-Z" NA
"WALKING_UPSTAIRS" 21 "fBodyGyro-std()-X" NA
"WALKING_UPSTAIRS" 21 "fBodyGyro-std()-Y" NA
"WALKING_UPSTAIRS" 21 "fBodyGyro-std()-Z" NA
"WALKING_UPSTAIRS" 21 "fBodyGyro-meanFreq()-X" NA
"WALKING_UPSTAIRS" 21 "fBodyGyro-meanFreq()-Y" NA
"WALKING_UPSTAIRS" 21 "fBodyGyro-meanFreq()-Z" NA
"WALKING_UPSTAIRS" 21 "fBodyAccMag-mean()" NA
"WALKING_UPSTAIRS" 21 "fBodyAccMag-std()" NA
"WALKING_UPSTAIRS" 21 "fBodyAccMag-meanFreq()" NA
"WALKING_UPSTAIRS" 21 "fBodyBodyAccJerkMag-mean()" NA
"WALKING_UPSTAIRS" 21 "fBodyBodyAccJerkMag-std()" NA
"WALKING_UPSTAIRS" 21 "fBodyBodyAccJerkMag-meanFreq()" NA
"WALKING_UPSTAIRS" 21 "fBodyBodyGyroMag-mean()" NA
"WALKING_UPSTAIRS" 21 "fBodyBodyGyroMag-std()" NA
"WALKING_UPSTAIRS" 21 "fBodyBodyGyroMag-meanFreq()" NA
"WALKING_UPSTAIRS" 21 "fBodyBodyGyroJerkMag-mean()" NA
"WALKING_UPSTAIRS" 21 "fBodyBodyGyroJerkMag-std()" NA
"WALKING_UPSTAIRS" 21 "fBodyBodyGyroJerkMag-meanFreq()" NA
"WALKING_UPSTAIRS" 22 "Activity" NA
"WALKING_UPSTAIRS" 22 "Y" NA
"WALKING_UPSTAIRS" 22 "Subject" NA
"WALKING_UPSTAIRS" 22 "tBodyAcc-mean()-X" NA
"WALKING_UPSTAIRS" 22 "tBodyAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 22 "tBodyAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 22 "tBodyAcc-std()-X" NA
"WALKING_UPSTAIRS" 22 "tBodyAcc-std()-Y" NA
"WALKING_UPSTAIRS" 22 "tBodyAcc-std()-Z" NA
"WALKING_UPSTAIRS" 22 "tGravityAcc-mean()-X" NA
"WALKING_UPSTAIRS" 22 "tGravityAcc-mean()-Y" NA
"WALKING_UPSTAIRS" 22 "tGravityAcc-mean()-Z" NA
"WALKING_UPSTAIRS" 22 "tGravityAcc-std()-X" NA
"WALKING_UPSTAIRS" 22 "tGravityAcc-std()-Y" NA
"WALKING_UPSTAIRS" 22 "tGravityAcc-std()-Z" NA
"WALKING_UPSTAIRS" 22 "tBodyAccJerk-mean()-X" NA
"WALKING_UPSTAIRS" 22 "tBodyAccJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 22 "tBodyAccJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 22 "tBodyAccJerk-std()-X" NA
"WALKING_UPSTAIRS" 22 "tBodyAccJerk-std()-Y" NA
"WALKING_UPSTAIRS" 22 "tBodyAccJerk-std()-Z" NA
"WALKING_UPSTAIRS" 22 "tBodyGyro-mean()-X" NA
"WALKING_UPSTAIRS" 22 "tBodyGyro-mean()-Y" NA
"WALKING_UPSTAIRS" 22 "tBodyGyro-mean()-Z" NA
"WALKING_UPSTAIRS" 22 "tBodyGyro-std()-X" NA
"WALKING_UPSTAIRS" 22 "tBodyGyro-std()-Y" NA
"WALKING_UPSTAIRS" 22 "tBodyGyro-std()-Z" NA
"WALKING_UPSTAIRS" 22 "tBodyGyroJerk-mean()-X" NA
"WALKING_UPSTAIRS" 22 "tBodyGyroJerk-mean()-Y" NA
"WALKING_UPSTAIRS" 22 "tBodyGyroJerk-mean()-Z" NA
"WALKING_UPSTAIRS" 22 "tBodyGyroJerk-std()-X" NA
"WALKING_UPSTAIRS" 22 "tBodyGyroJerk-std()-Y" NA
"WALKING_UPSTAIRS" 22 "tBodyGyroJerk-std()-Z" NA
"WALKING_UPSTAIRS" 22 "tBodyAccMag-mean()" NA
"WALKING_UPSTAIRS" 22 "tBodyAccMag-std()" NA
"WALKING_UPSTAIRS" 22 "tGravityAccMag-mean()" NA
"WALKING_UPSTAIRS" 22 "tGravityAccMag-std()" NA
"WALKING_UPSTAIRS" 22 "tBodyAccJerkMag-mean()" NA
